ProduktID;MHD;Batch
produkt_60558;27.02.2025;99
produkt_60559;28.11.2025;114
produkt_60560;13.08.2025;128
produkt_60561;30.11.2025;970
produkt_60562;03.10.2025;755
produkt_60563;14.10.2025;365
produkt_60564;16.11.2025;219
produkt_60565;03.07.2025;456
produkt_60566;11.09.2025;551
produkt_60567;16.09.2025;650
produkt_60568;07.05.2025;178
produkt_60569;31.07.2025;804
produkt_60570;02.08.2025;896
produkt_60571;14.08.2025;432
produkt_60572;21.10.2025;512
produkt_60573;19.03.2025;829
produkt_60574;10.08.2025;185
produkt_60575;28.07.2025;607
produkt_60576;13.02.2025;993
produkt_60577;06.03.2025;664
produkt_60578;09.05.2025;812
produkt_60579;29.10.2025;260
produkt_60580;03.12.2025;771
produkt_60581;04.03.2025;692
produkt_60582;06.06.2025;863
produkt_60583;05.06.2025;149
produkt_60584;19.12.2025;351
produkt_60585;10.08.2025;688
produkt_60586;08.11.2025;247
produkt_60587;25.01.2025;519
produkt_60588;17.12.2025;185
produkt_60589;22.07.2025;499
produkt_60590;03.12.2025;851
produkt_60591;16.04.2025;250
produkt_60592;15.08.2025;518
produkt_60593;29.01.2025;860
produkt_60594;03.08.2025;720
produkt_60595;28.09.2025;531
produkt_60596;07.11.2025;793
produkt_60597;01.03.2025;669
produkt_60598;14.08.2025;476
produkt_60599;27.07.2025;491
produkt_60600;25.10.2025;366
produkt_60601;12.10.2025;634
produkt_60602;28.12.2025;938
produkt_60603;04.03.2025;783
produkt_60604;01.12.2025;153
produkt_60605;25.07.2025;758
produkt_60606;02.06.2025;109
produkt_60607;11.08.2025;852
produkt_60608;04.05.2025;536
produkt_60609;23.06.2025;753
produkt_60610;18.01.2025;648
produkt_60611;21.09.2025;262
produkt_60612;22.10.2025;865
produkt_60613;25.06.2025;999
produkt_60614;10.06.2025;514
produkt_60615;11.10.2025;351
produkt_60616;19.06.2025;703
produkt_60617;09.08.2025;996
produkt_60618;15.11.2025;722
produkt_60619;09.11.2025;416
produkt_60620;06.12.2025;90
produkt_60621;02.02.2025;606
produkt_60622;02.02.2025;687
produkt_60623;06.07.2025;167
produkt_60624;14.12.2025;240
produkt_60625;25.10.2025;984
produkt_60626;19.05.2025;191
produkt_60627;10.01.2025;874
produkt_60628;04.05.2025;748
produkt_60629;08.12.2025;307
produkt_60630;02.06.2025;360
produkt_60631;15.04.2025;955
produkt_60632;25.11.2025;450
produkt_60633;23.01.2025;454
produkt_60634;18.06.2025;501
produkt_60635;22.07.2025;123
produkt_60636;16.04.2025;543
produkt_60637;01.08.2025;970
produkt_60638;27.10.2025;334
produkt_60639;29.09.2025;410
produkt_60640;18.12.2025;380
produkt_60641;17.11.2025;525
produkt_60642;09.02.2025;485
produkt_60643;15.10.2025;707
produkt_60644;31.10.2025;153
produkt_60645;05.06.2025;871
produkt_60646;04.08.2025;644
produkt_60647;20.11.2025;691
produkt_60648;10.11.2025;959
produkt_60649;29.09.2025;58
produkt_60650;15.11.2025;207
produkt_60651;18.05.2025;491
produkt_60652;13.09.2025;958
produkt_60653;27.06.2025;874
produkt_60654;05.08.2025;716
produkt_60655;16.06.2025;250
produkt_60656;02.08.2025;797
produkt_60657;10.03.2025;94
produkt_60658;04.01.2025;605
produkt_60659;22.02.2025;946
produkt_60660;30.08.2025;231
produkt_60661;13.12.2025;660
produkt_60662;24.12.2025;239
produkt_60663;16.02.2025;407
produkt_60664;08.09.2025;336
produkt_60665;31.10.2025;626
produkt_60666;23.10.2025;234
produkt_60667;25.06.2025;691
produkt_60668;18.11.2025;447
produkt_60669;26.02.2025;836
produkt_60670;01.05.2025;539
produkt_60671;11.08.2025;203
produkt_60672;20.09.2025;329
produkt_60673;08.05.2025;855
produkt_60674;30.09.2025;525
produkt_60675;08.04.2025;607
produkt_60676;01.11.2025;844
produkt_60677;15.09.2025;432
produkt_60678;10.07.2025;505
produkt_60679;27.12.2025;855
produkt_60680;16.08.2025;624
produkt_60681;30.06.2025;943
produkt_60682;06.01.2025;967
produkt_60683;19.05.2025;629
produkt_60684;20.07.2025;798
produkt_60685;04.12.2025;351
produkt_60686;24.11.2025;772
produkt_60687;21.01.2025;866
produkt_60688;27.10.2025;377
produkt_60689;25.08.2025;742
produkt_60690;09.04.2025;125
produkt_60691;26.05.2025;84
produkt_60692;06.09.2025;419
produkt_60693;11.08.2025;538
produkt_60694;01.07.2025;414
produkt_60695;23.02.2025;350
produkt_60696;23.03.2025;53
produkt_60697;11.09.2025;77
produkt_60698;09.09.2025;147
produkt_60699;25.04.2025;528
produkt_60700;09.02.2025;104
produkt_60701;02.07.2025;66
produkt_60702;01.05.2025;554
produkt_60703;21.10.2025;826
produkt_60704;22.05.2025;901
produkt_60705;07.10.2025;876
produkt_60706;19.01.2025;609
produkt_60707;10.03.2025;139
produkt_60708;01.07.2025;480
produkt_60709;15.10.2025;244
produkt_60710;05.05.2025;733
produkt_60711;20.07.2025;358
produkt_60712;09.06.2025;685
produkt_60713;26.08.2025;204
produkt_60714;15.03.2025;841
produkt_60715;25.10.2025;773
produkt_60716;28.11.2025;590
produkt_60717;21.12.2025;743
produkt_60718;27.04.2025;546
produkt_60719;09.08.2025;279
produkt_60720;18.09.2025;938
produkt_60721;01.05.2025;568
produkt_60722;10.06.2025;725
produkt_60723;30.06.2025;675
produkt_60724;04.04.2025;337
produkt_60725;31.07.2025;342
produkt_60726;31.03.2025;180
produkt_60727;28.09.2025;175
produkt_60728;05.09.2025;662
produkt_60729;04.04.2025;437
produkt_60730;16.03.2025;283
produkt_60731;14.07.2025;376
produkt_60732;16.12.2025;520
produkt_60733;16.11.2025;487
produkt_60734;22.11.2025;722
produkt_60735;07.02.2025;568
produkt_60736;04.12.2025;98
produkt_60737;15.01.2025;910
produkt_60738;01.08.2025;716
produkt_60739;24.08.2025;569
produkt_60740;21.02.2025;588
produkt_60741;13.01.2025;685
produkt_60742;05.03.2025;604
produkt_60743;06.09.2025;753
produkt_60744;11.04.2025;355
produkt_60745;19.03.2025;456
produkt_60746;01.01.2026;133
produkt_60747;14.07.2025;374
produkt_60748;16.02.2025;140
produkt_60749;23.06.2025;798
produkt_60750;23.01.2025;100
produkt_60751;11.12.2025;471
produkt_60752;27.05.2025;890
produkt_60753;02.07.2025;436
produkt_60754;24.02.2025;758
produkt_60755;13.02.2025;362
produkt_60756;29.06.2025;903
produkt_60757;03.02.2025;104
produkt_60758;20.04.2025;894
produkt_60759;24.03.2025;531
produkt_60760;01.08.2025;594
produkt_60761;04.09.2025;406
produkt_60762;05.05.2025;604
produkt_60763;10.02.2025;842
produkt_60764;09.09.2025;898
produkt_60765;21.06.2025;679
produkt_60766;16.05.2025;812
produkt_60767;15.06.2025;867
produkt_60768;26.07.2025;717
produkt_60769;19.11.2025;125
produkt_60770;10.07.2025;423
produkt_60771;25.06.2025;681
produkt_60772;28.12.2025;967
produkt_60773;10.06.2025;177
produkt_60774;23.09.2025;970
produkt_60775;22.12.2025;374
produkt_60776;26.04.2025;120
produkt_60777;17.02.2025;224
produkt_60778;12.04.2025;711
produkt_60779;14.10.2025;772
produkt_60780;06.03.2025;435
produkt_60781;29.09.2025;475
produkt_60782;12.07.2025;560
produkt_60783;13.04.2025;194
produkt_60784;04.06.2025;218
produkt_60785;15.06.2025;874
produkt_60786;20.01.2025;198
produkt_60787;23.09.2025;667
produkt_60788;20.04.2025;75
produkt_60789;30.12.2025;776
produkt_60790;04.09.2025;293
produkt_60791;06.07.2025;920
produkt_60792;16.12.2025;366
produkt_60793;21.10.2025;725
produkt_60794;06.07.2025;797
produkt_60795;17.08.2025;761
produkt_60796;20.05.2025;977
produkt_60797;25.11.2025;869
produkt_60798;28.08.2025;71
produkt_60799;05.02.2025;779
produkt_60800;07.08.2025;796
produkt_60801;21.06.2025;941
produkt_60802;04.07.2025;86
produkt_60803;29.12.2025;233
produkt_60804;05.08.2025;818
produkt_60805;06.03.2025;243
produkt_60806;11.03.2025;734
produkt_60807;05.11.2025;101
produkt_60808;28.03.2025;784
produkt_60809;30.06.2025;703
produkt_60810;15.01.2025;568
produkt_60811;08.12.2025;489
produkt_60812;29.10.2025;533
produkt_60813;18.08.2025;247
produkt_60814;03.05.2025;709
produkt_60815;29.08.2025;408
produkt_60816;09.03.2025;579
produkt_60817;31.12.2025;895
produkt_60818;07.02.2025;995
produkt_60819;12.12.2025;299
produkt_60820;12.09.2025;86
produkt_60821;30.07.2025;649
produkt_60822;03.08.2025;852
produkt_60823;05.03.2025;122
produkt_60824;08.05.2025;260
produkt_60825;05.04.2025;949
produkt_60826;31.10.2025;937
produkt_60827;10.08.2025;879
produkt_60828;29.10.2025;750
produkt_60829;20.04.2025;616
produkt_60830;22.12.2025;516
produkt_60831;20.10.2025;213
produkt_60832;12.10.2025;187
produkt_60833;30.12.2025;664
produkt_60834;01.03.2025;878
produkt_60835;04.11.2025;497
produkt_60836;30.03.2025;553
produkt_60837;08.09.2025;386
produkt_60838;28.12.2025;894
produkt_60839;21.10.2025;915
produkt_60840;14.10.2025;586
produkt_60841;08.07.2025;857
produkt_60842;31.03.2025;771
produkt_60843;08.12.2025;965
produkt_60844;06.02.2025;364
produkt_60845;20.08.2025;361
produkt_60846;30.01.2025;852
produkt_60847;05.04.2025;512
produkt_60848;01.03.2025;239
produkt_60849;09.04.2025;89
produkt_60850;29.09.2025;414
produkt_60851;14.03.2025;639
produkt_60852;31.12.2025;600
produkt_60853;19.04.2025;866
produkt_60854;30.01.2025;514
produkt_60855;07.07.2025;468
produkt_60856;19.09.2025;488
produkt_60857;20.01.2025;221
produkt_60858;23.07.2025;748
produkt_60859;04.09.2025;868
produkt_60860;24.06.2025;593
produkt_60861;11.01.2025;761
produkt_60862;23.11.2025;605
produkt_60863;03.03.2025;764
produkt_60864;05.09.2025;663
produkt_60865;26.02.2025;272
produkt_60866;26.09.2025;529
produkt_60867;13.11.2025;596
produkt_60868;19.03.2025;149
produkt_60869;17.11.2025;308
produkt_60870;14.12.2025;525
produkt_60871;09.11.2025;623
produkt_60872;25.12.2025;921
produkt_60873;01.09.2025;769
produkt_60874;17.06.2025;145
produkt_60875;13.12.2025;971
produkt_60876;16.01.2025;525
produkt_60877;07.03.2025;143
produkt_60878;14.11.2025;166
produkt_60879;19.10.2025;658
produkt_60880;13.02.2025;797
produkt_60881;07.09.2025;329
produkt_60882;01.01.2026;873
produkt_60883;12.09.2025;312
produkt_60884;11.07.2025;599
produkt_60885;07.12.2025;834
produkt_60886;16.06.2025;797
produkt_60887;19.12.2025;360
produkt_60888;17.05.2025;112
produkt_60889;26.04.2025;51
produkt_60890;08.07.2025;831
produkt_60891;17.01.2025;266
produkt_60892;01.11.2025;697
produkt_60893;01.07.2025;625
produkt_60894;05.01.2025;452
produkt_60895;08.05.2025;659
produkt_60896;25.12.2025;60
produkt_60897;13.12.2025;833
produkt_60898;19.06.2025;55
produkt_60899;15.06.2025;59
produkt_60900;09.08.2025;439
produkt_60901;14.07.2025;254
produkt_60902;24.11.2025;282
produkt_60903;20.07.2025;76
produkt_60904;05.05.2025;554
produkt_60905;22.12.2025;236
produkt_60906;01.02.2025;135
produkt_60907;15.04.2025;345
produkt_60908;09.01.2025;339
produkt_60909;05.04.2025;777
produkt_60910;04.01.2025;873
produkt_60911;20.06.2025;548
produkt_60912;06.05.2025;881
produkt_60913;08.02.2025;912
produkt_60914;03.04.2025;553
produkt_60915;26.08.2025;365
produkt_60916;02.02.2025;881
produkt_60917;17.11.2025;439
produkt_60918;30.08.2025;646
produkt_60919;17.04.2025;459
produkt_60920;01.01.2026;260
produkt_60921;10.06.2025;709
produkt_60922;03.07.2025;578
produkt_60923;03.11.2025;849
produkt_60924;04.11.2025;60
produkt_60925;15.05.2025;601
produkt_60926;13.08.2025;366
produkt_60927;26.11.2025;790
produkt_60928;15.07.2025;240
produkt_60929;25.09.2025;831
produkt_60930;21.05.2025;229
produkt_60931;25.09.2025;444
produkt_60932;19.11.2025;897
produkt_60933;31.05.2025;211
produkt_60934;09.05.2025;966
produkt_60935;30.05.2025;877
produkt_60936;11.09.2025;688
produkt_60937;03.04.2025;706
produkt_60938;23.04.2025;83
produkt_60939;02.10.2025;907
produkt_60940;14.01.2025;790
produkt_60941;24.09.2025;634
produkt_60942;17.12.2025;996
produkt_60943;06.09.2025;696
produkt_60944;20.01.2025;825
produkt_60945;20.04.2025;360
produkt_60946;11.06.2025;592
produkt_60947;01.01.2026;666
produkt_60948;18.10.2025;170
produkt_60949;22.06.2025;123
produkt_60950;02.01.2025;917
produkt_60951;28.05.2025;678
produkt_60952;16.12.2025;279
produkt_60953;01.07.2025;573
produkt_60954;07.05.2025;61
produkt_60955;10.06.2025;793
produkt_60956;08.07.2025;974
produkt_60957;22.03.2025;923
produkt_60958;26.04.2025;209
produkt_60959;28.08.2025;619
produkt_60960;06.05.2025;311
produkt_60961;28.07.2025;360
produkt_60962;11.03.2025;344
produkt_60963;10.03.2025;645
produkt_60964;24.08.2025;383
produkt_60965;09.10.2025;411
produkt_60966;16.08.2025;195
produkt_60967;25.08.2025;517
produkt_60968;03.02.2025;385
produkt_60969;04.08.2025;729
produkt_60970;18.04.2025;304
produkt_60971;30.08.2025;845
produkt_60972;20.10.2025;786
produkt_60973;16.09.2025;220
produkt_60974;04.01.2025;903
produkt_60975;29.10.2025;806
produkt_60976;05.10.2025;542
produkt_60977;04.05.2025;631
produkt_60978;01.06.2025;63
produkt_60979;04.03.2025;422
produkt_60980;26.05.2025;126
produkt_60981;02.07.2025;623
produkt_60982;23.04.2025;351
produkt_60983;14.02.2025;209
produkt_60984;06.07.2025;414
produkt_60985;06.01.2025;382
produkt_60986;05.05.2025;548
produkt_60987;27.06.2025;306
produkt_60988;24.02.2025;491
produkt_60989;22.07.2025;954
produkt_60990;14.10.2025;950
produkt_60991;26.01.2025;379
produkt_60992;23.08.2025;471
produkt_60993;03.09.2025;257
produkt_60994;13.10.2025;476
produkt_60995;14.01.2025;190
produkt_60996;04.12.2025;642
produkt_60997;23.05.2025;828
produkt_60998;24.09.2025;448
produkt_60999;27.01.2025;275
produkt_61000;27.08.2025;816
produkt_61001;25.02.2025;960
produkt_61002;23.02.2025;744
produkt_61003;21.08.2025;899
produkt_61004;15.10.2025;65
produkt_61005;18.04.2025;849
produkt_61006;18.12.2025;975
produkt_61007;03.11.2025;397
produkt_61008;17.02.2025;287
produkt_61009;10.08.2025;755
produkt_61010;23.03.2025;619
produkt_61011;20.03.2025;915
produkt_61012;15.02.2025;702
produkt_61013;28.07.2025;711
produkt_61014;24.12.2025;370
produkt_61015;14.08.2025;491
produkt_61016;06.10.2025;716
produkt_61017;03.12.2025;874
produkt_61018;16.12.2025;667
produkt_61019;19.08.2025;228
produkt_61020;07.04.2025;831
produkt_61021;18.02.2025;574
produkt_61022;11.11.2025;213
produkt_61023;24.03.2025;649
produkt_61024;09.04.2025;325
produkt_61025;20.03.2025;73
produkt_61026;02.08.2025;684
produkt_61027;26.02.2025;876
produkt_61028;11.08.2025;101
produkt_61029;19.09.2025;956
produkt_61030;12.03.2025;957
produkt_61031;06.01.2025;553
produkt_61032;16.10.2025;851
produkt_61033;25.06.2025;205
produkt_61034;09.06.2025;727
produkt_61035;16.03.2025;180
produkt_61036;05.11.2025;335
produkt_61037;25.08.2025;783
produkt_61038;19.11.2025;60
produkt_61039;18.02.2025;477
produkt_61040;18.09.2025;170
produkt_61041;15.08.2025;89
produkt_61042;14.02.2025;204
produkt_61043;06.07.2025;174
produkt_61044;05.05.2025;946
produkt_61045;29.09.2025;114
produkt_61046;27.05.2025;548
produkt_61047;24.09.2025;437
produkt_61048;24.02.2025;309
produkt_61049;19.11.2025;157
produkt_61050;18.09.2025;896
produkt_61051;11.06.2025;872
produkt_61052;17.04.2025;646
produkt_61053;18.10.2025;715
produkt_61054;05.05.2025;966
produkt_61055;31.10.2025;635
produkt_61056;11.05.2025;83
produkt_61057;05.10.2025;837
produkt_61058;01.08.2025;757
produkt_61059;28.09.2025;173
produkt_61060;13.04.2025;259
produkt_61061;19.10.2025;839
produkt_61062;05.09.2025;424
produkt_61063;03.12.2025;789
produkt_61064;29.09.2025;428
produkt_61065;23.11.2025;176
produkt_61066;30.07.2025;908
produkt_61067;12.09.2025;279
produkt_61068;08.04.2025;609
produkt_61069;14.01.2025;998
produkt_61070;30.10.2025;467
produkt_61071;02.01.2025;228
produkt_61072;21.06.2025;443
produkt_61073;19.10.2025;188
produkt_61074;12.02.2025;65
produkt_61075;08.09.2025;732
produkt_61076;14.11.2025;688
produkt_61077;10.07.2025;364
produkt_61078;31.12.2025;61
produkt_61079;19.03.2025;609
produkt_61080;28.06.2025;378
produkt_61081;10.05.2025;117
produkt_61082;26.12.2025;972
produkt_61083;12.06.2025;467
produkt_61084;29.10.2025;99
produkt_61085;30.04.2025;325
produkt_61086;01.06.2025;654
produkt_61087;28.01.2025;720
produkt_61088;07.08.2025;427
produkt_61089;01.10.2025;569
produkt_61090;30.04.2025;821
produkt_61091;04.03.2025;154
produkt_61092;12.09.2025;498
produkt_61093;05.11.2025;893
produkt_61094;19.08.2025;358
produkt_61095;18.09.2025;384
produkt_61096;28.08.2025;488
produkt_61097;03.11.2025;488
produkt_61098;30.03.2025;333
produkt_61099;02.03.2025;746
produkt_61100;12.03.2025;88
produkt_61101;07.02.2025;852
produkt_61102;09.02.2025;159
produkt_61103;06.07.2025;81
produkt_61104;07.11.2025;132
produkt_61105;12.03.2025;108
produkt_61106;31.08.2025;282
produkt_61107;12.05.2025;747
produkt_61108;14.02.2025;187
produkt_61109;21.04.2025;446
produkt_61110;16.11.2025;525
produkt_61111;22.07.2025;70
produkt_61112;29.07.2025;81
produkt_61113;16.05.2025;364
produkt_61114;11.12.2025;588
produkt_61115;19.10.2025;576
produkt_61116;16.08.2025;515
produkt_61117;04.07.2025;590
produkt_61118;06.05.2025;51
produkt_61119;25.01.2025;835
produkt_61120;26.09.2025;400
produkt_61121;28.12.2025;82
produkt_61122;13.01.2025;270
produkt_61123;05.11.2025;619
produkt_61124;08.05.2025;259
produkt_61125;15.12.2025;579
produkt_61126;07.10.2025;412
produkt_61127;04.07.2025;310
produkt_61128;09.03.2025;672
produkt_61129;31.07.2025;387
produkt_61130;07.06.2025;885
produkt_61131;02.12.2025;388
produkt_61132;23.07.2025;194
produkt_61133;04.11.2025;687
produkt_61134;15.09.2025;413
produkt_61135;13.03.2025;857
produkt_61136;23.08.2025;960
produkt_61137;18.12.2025;928
produkt_61138;13.03.2025;368
produkt_61139;05.10.2025;95
produkt_61140;07.12.2025;577
produkt_61141;12.11.2025;814
produkt_61142;07.11.2025;537
produkt_61143;07.04.2025;77
produkt_61144;09.02.2025;547
produkt_61145;10.09.2025;51
produkt_61146;26.05.2025;900
produkt_61147;06.05.2025;589
produkt_61148;24.08.2025;362
produkt_61149;25.05.2025;938
produkt_61150;17.07.2025;894
produkt_61151;13.01.2025;809
produkt_61152;06.08.2025;818
produkt_61153;14.12.2025;87
produkt_61154;01.09.2025;945
produkt_61155;10.04.2025;377
produkt_61156;01.01.2026;346
produkt_61157;30.03.2025;423
produkt_61158;03.06.2025;817
produkt_61159;26.04.2025;838
produkt_61160;27.08.2025;932
produkt_61161;31.01.2025;460
produkt_61162;24.09.2025;996
produkt_61163;16.12.2025;227
produkt_61164;27.03.2025;506
produkt_61165;27.12.2025;573
produkt_61166;28.12.2025;665
produkt_61167;22.02.2025;669
produkt_61168;10.07.2025;990
produkt_61169;25.08.2025;55
produkt_61170;29.04.2025;580
produkt_61171;12.06.2025;246
produkt_61172;30.09.2025;504
produkt_61173;27.09.2025;438
produkt_61174;07.02.2025;600
produkt_61175;17.10.2025;986
produkt_61176;15.11.2025;564
produkt_61177;02.11.2025;106
produkt_61178;25.02.2025;748
produkt_61179;07.12.2025;450
produkt_61180;11.05.2025;629
produkt_61181;03.09.2025;433
produkt_61182;10.04.2025;419
produkt_61183;05.12.2025;222
produkt_61184;03.09.2025;882
produkt_61185;18.02.2025;296
produkt_61186;04.07.2025;903
produkt_61187;14.12.2025;846
produkt_61188;03.11.2025;668
produkt_61189;23.06.2025;855
produkt_61190;23.06.2025;73
produkt_61191;27.06.2025;336
produkt_61192;12.10.2025;937
produkt_61193;28.11.2025;201
produkt_61194;29.10.2025;139
produkt_61195;24.09.2025;882
produkt_61196;28.07.2025;642
produkt_61197;21.02.2025;284
produkt_61198;27.12.2025;186
produkt_61199;24.07.2025;593
produkt_61200;12.06.2025;680
produkt_61201;20.02.2025;991
produkt_61202;06.07.2025;456
produkt_61203;11.09.2025;352
produkt_61204;10.11.2025;579
produkt_61205;10.08.2025;943
produkt_61206;31.12.2025;393
produkt_61207;12.12.2025;144
produkt_61208;11.06.2025;621
produkt_61209;20.09.2025;208
produkt_61210;19.02.2025;170
produkt_61211;26.05.2025;998
produkt_61212;24.08.2025;297
produkt_61213;20.07.2025;635
produkt_61214;26.04.2025;302
produkt_61215;03.09.2025;256
produkt_61216;15.06.2025;990
produkt_61217;19.01.2025;442
produkt_61218;01.04.2025;980
produkt_61219;02.09.2025;315
produkt_61220;14.10.2025;469
produkt_61221;16.12.2025;260
produkt_61222;10.09.2025;719
produkt_61223;18.03.2025;218
produkt_61224;16.08.2025;219
produkt_61225;08.12.2025;646
produkt_61226;31.08.2025;520
produkt_61227;01.06.2025;177
produkt_61228;09.09.2025;233
produkt_61229;28.04.2025;816
produkt_61230;28.07.2025;756
produkt_61231;08.08.2025;533
produkt_61232;24.08.2025;551
produkt_61233;21.12.2025;505
produkt_61234;19.08.2025;624
produkt_61235;25.12.2025;324
produkt_61236;05.07.2025;957
produkt_61237;10.10.2025;587
produkt_61238;17.05.2025;897
produkt_61239;15.10.2025;824
produkt_61240;21.10.2025;889
produkt_61241;29.06.2025;797
produkt_61242;28.12.2025;772
produkt_61243;13.11.2025;543
produkt_61244;29.08.2025;310
produkt_61245;03.05.2025;642
produkt_61246;02.10.2025;874
produkt_61247;06.02.2025;606
produkt_61248;22.08.2025;63
produkt_61249;04.02.2025;343
produkt_61250;08.10.2025;273
produkt_61251;11.01.2025;403
produkt_61252;08.05.2025;625
produkt_61253;21.03.2025;201
produkt_61254;08.02.2025;356
produkt_61255;14.02.2025;731
produkt_61256;24.09.2025;57
produkt_61257;14.08.2025;806
produkt_61258;23.05.2025;825
produkt_61259;18.04.2025;237
produkt_61260;06.11.2025;489
produkt_61261;20.07.2025;600
produkt_61262;01.05.2025;183
produkt_61263;10.02.2025;275
produkt_61264;28.08.2025;366
produkt_61265;22.11.2025;493
produkt_61266;02.08.2025;282
produkt_61267;18.10.2025;986
produkt_61268;16.12.2025;742
produkt_61269;04.12.2025;815
produkt_61270;05.02.2025;847
produkt_61271;16.03.2025;423
produkt_61272;23.08.2025;873
produkt_61273;17.11.2025;220
produkt_61274;15.05.2025;784
produkt_61275;07.10.2025;556
produkt_61276;05.05.2025;672
produkt_61277;24.08.2025;952
produkt_61278;09.06.2025;69
produkt_61279;17.04.2025;454
produkt_61280;11.04.2025;867
produkt_61281;09.08.2025;135
produkt_61282;08.12.2025;855
produkt_61283;22.02.2025;456
produkt_61284;28.08.2025;96
produkt_61285;27.11.2025;523
produkt_61286;10.03.2025;484
produkt_61287;19.03.2025;60
produkt_61288;22.11.2025;287
produkt_61289;01.02.2025;678
produkt_61290;10.08.2025;503
produkt_61291;21.08.2025;605
produkt_61292;24.06.2025;391
produkt_61293;22.08.2025;123
produkt_61294;18.10.2025;304
produkt_61295;29.08.2025;255
produkt_61296;14.06.2025;892
produkt_61297;30.12.2025;96
produkt_61298;10.04.2025;992
produkt_61299;03.02.2025;281
produkt_61300;24.07.2025;699
produkt_61301;01.05.2025;816
produkt_61302;05.04.2025;721
produkt_61303;14.05.2025;912
produkt_61304;03.06.2025;69
produkt_61305;06.04.2025;181
produkt_61306;12.09.2025;233
produkt_61307;05.01.2025;527
produkt_61308;01.03.2025;741
produkt_61309;15.11.2025;367
produkt_61310;10.06.2025;441
produkt_61311;30.05.2025;629
produkt_61312;23.05.2025;650
produkt_61313;25.07.2025;422
produkt_61314;03.01.2025;347
produkt_61315;24.10.2025;435
produkt_61316;15.03.2025;242
produkt_61317;17.04.2025;337
produkt_61318;06.11.2025;775
produkt_61319;09.09.2025;325
produkt_61320;01.02.2025;822
produkt_61321;19.12.2025;995
produkt_61322;03.01.2025;916
produkt_61323;02.11.2025;968
produkt_61324;12.04.2025;659
produkt_61325;01.11.2025;188
produkt_61326;27.12.2025;244
produkt_61327;26.11.2025;237
produkt_61328;28.04.2025;690
produkt_61329;21.04.2025;884
produkt_61330;14.03.2025;952
produkt_61331;27.05.2025;194
produkt_61332;19.01.2025;462
produkt_61333;29.05.2025;676
produkt_61334;09.11.2025;987
produkt_61335;16.08.2025;938
produkt_61336;09.09.2025;673
produkt_61337;02.05.2025;796
produkt_61338;12.09.2025;858
produkt_61339;21.09.2025;162
produkt_61340;21.08.2025;282
produkt_61341;26.01.2025;910
produkt_61342;09.08.2025;868
produkt_61343;26.08.2025;192
produkt_61344;09.06.2025;988
produkt_61345;24.02.2025;826
produkt_61346;24.06.2025;775
produkt_61347;05.02.2025;237
produkt_61348;17.12.2025;957
produkt_61349;24.08.2025;948
produkt_61350;02.10.2025;280
produkt_61351;28.06.2025;881
produkt_61352;24.05.2025;425
produkt_61353;17.08.2025;367
produkt_61354;07.09.2025;464
produkt_61355;26.06.2025;323
produkt_61356;08.02.2025;693
produkt_61357;16.07.2025;72
produkt_61358;02.09.2025;517
produkt_61359;23.04.2025;420
produkt_61360;12.05.2025;903
produkt_61361;15.07.2025;971
produkt_61362;27.09.2025;966
produkt_61363;10.03.2025;745
produkt_61364;22.05.2025;75
produkt_61365;12.05.2025;211
produkt_61366;16.04.2025;322
produkt_61367;19.01.2025;820
produkt_61368;24.09.2025;259
produkt_61369;27.10.2025;693
produkt_61370;15.08.2025;118
produkt_61371;03.12.2025;480
produkt_61372;19.10.2025;169
produkt_61373;16.12.2025;395
produkt_61374;25.09.2025;117
produkt_61375;24.12.2025;345
produkt_61376;31.01.2025;868
produkt_61377;07.05.2025;624
produkt_61378;04.10.2025;638
produkt_61379;27.10.2025;450
produkt_61380;29.06.2025;154
produkt_61381;01.10.2025;200
produkt_61382;24.04.2025;962
produkt_61383;23.06.2025;837
produkt_61384;20.08.2025;820
produkt_61385;07.03.2025;916
produkt_61386;07.01.2025;478
produkt_61387;14.01.2025;740
produkt_61388;03.04.2025;455
produkt_61389;13.12.2025;499
produkt_61390;25.06.2025;611
produkt_61391;09.12.2025;435
produkt_61392;28.10.2025;913
produkt_61393;21.09.2025;842
produkt_61394;01.01.2026;656
produkt_61395;18.07.2025;913
produkt_61396;18.10.2025;68
produkt_61397;31.07.2025;138
produkt_61398;29.06.2025;139
produkt_61399;12.11.2025;655
produkt_61400;29.08.2025;922
produkt_61401;27.07.2025;550
produkt_61402;26.07.2025;160
produkt_61403;24.08.2025;350
produkt_61404;09.04.2025;735
produkt_61405;09.08.2025;321
produkt_61406;17.12.2025;81
produkt_61407;15.04.2025;141
produkt_61408;27.09.2025;929
produkt_61409;03.01.2025;789
produkt_61410;07.12.2025;231
produkt_61411;22.04.2025;355
produkt_61412;11.11.2025;779
produkt_61413;18.04.2025;716
produkt_61414;12.06.2025;414
produkt_61415;26.01.2025;245
produkt_61416;19.06.2025;229
produkt_61417;27.12.2025;667
produkt_61418;06.11.2025;624
produkt_61419;22.03.2025;458
produkt_61420;17.08.2025;635
produkt_61421;10.02.2025;875
produkt_61422;29.07.2025;740
produkt_61423;10.06.2025;649
produkt_61424;19.09.2025;110
produkt_61425;16.09.2025;402
produkt_61426;16.09.2025;665
produkt_61427;13.01.2025;209
produkt_61428;25.07.2025;340
produkt_61429;26.08.2025;197
produkt_61430;22.12.2025;926
produkt_61431;12.06.2025;149
